Country,Date,Day-ahead Price (EUR/MWh)
Serbia,04.07.2019,57.56791666666667
Slovenia,04.07.2019,66.69375000000001
Spain,04.07.2019,53.47874999999999
Sweden,04.07.2019,28.60083333333333
Switzerland,04.07.2019,32.455
Austria,04.07.2020,19.011354166666667
Belgium,04.07.2020,21.09125
Croatia,04.07.2020,22.375
Denmark,04.07.2020,8.90875
Estonia,04.07.2020,20.845416666666665
Finland,04.07.2020,3.3633333333333333
Germany,04.07.2020,9.011874999999998
Greece,04.07.2020,40.55875
Hungary,04.07.2020,32.20083333333333
Italy,04.07.2020,42.59791666666667
Latvia,04.07.2020,26.304166666666664
Lithuania,04.07.2020,26.304166666666664
Luxembourg,04.07.2020,9.011874999999998
Netherlands,04.07.2020,21.149166666666662
Norway,04.07.2020,1.3
Portugal,04.07.2020,28.392083333333336
Serbia,04.07.2020,28.755416666666665
Slovenia,04.07.2020,21.024166666666662
Spain,04.07.2020,28.392083333333336
Sweden,04.07.2020,2.9604166666666667
Switzerland,04.07.2020,20.160833333333333
Austria,04.07.2021,79.77052083333332
Belgium,04.07.2021,82.52708333333334
Croatia,04.07.2021,82.63958333333333
Denmark,04.07.2021,82.96374999999999
Estonia,04.07.2021,78.39166666666667
Finland,04.07.2021,63.66166666666667
Germany,04.07.2021,79.30125
Greece,04.07.2021,83.21875
Hungary,04.07.2021,82.7475
Italy,04.07.2021,92.24875
Latvia,04.07.2021,81.46333333333332
Lithuania,04.07.2021,81.46333333333332
Luxembourg,04.07.2021,79.30125
Netherlands,04.07.2021,83.21
Norway,04.07.2021,53.95125
Portugal,04.07.2021,79.64791666666666
Serbia,04.07.2021,80.81583333333333
Slovenia,04.07.2021,81.63333333333333
Spain,04.07.2021,79.64791666666666
Sweden,04.07.2021,42.28208333333333
Switzerland,04.07.2021,81.35333333333334
Austria,04.07.2022,343.68458333333336
Belgium,04.07.2022,313.30125
Croatia,04.07.2022,380.6033333333333
Denmark,04.07.2022,265.9675
Estonia,04.07.2022,234.4820833333333
Finland,04.07.2022,217.01541666666665
Germany,04.07.2022,324.6839583333333
Greece,04.07.2022,296.62291666666664
Hungary,04.07.2022,389.47541666666666
Italy,04.07.2022,392.88166666666666
Latvia,04.07.2022,382.7654166666666
Lithuania,04.07.2022,382.7654166666666
Luxembourg,04.07.2022,324.6839583333333
Netherlands,04.07.2022,286.11041666666665
Norway,04.07.2022,159.8075
Portugal,04.07.2022,157.83124999999998
Serbia,04.07.2022,336.1308333333333
Slovenia,04.07.2022,379.40875
Spain,04.07.2022,157.83124999999998
Sweden,04.07.2022,9.824583333333331
Switzerland,04.07.2022,349.43625000000003
Austria,04.08.2019,35.80229166666667
Belgium,04.08.2019,34.43083333333333
Croatia,04.08.2019,44.580000000000005
Denmark,04.08.2019,39.837916666666665
Estonia,04.08.2019,39.71875
Finland,04.08.2019,39.392500000000005
Germany,04.08.2019,35.99854166666667
Greece,04.08.2019,60.90416666666667
Hungary,04.08.2019,41.32708333333333
Italy,04.08.2019,42.38583333333333
Latvia,04.08.2019,39.71875
Lithuania,04.08.2019,39.71875
Luxembourg,04.08.2019,35.99854166666667
Netherlands,04.08.2019,35.245416666666664
Norway,04.08.2019,39.09625
Portugal,04.08.2019,46.31
Serbia,04.08.2019,40.93833333333334
Slovenia,04.08.2019,37.25166666666667
Spain,04.08.2019,46.31
Sweden,04.08.2019,39.349583333333335
Switzerland,04.08.2019,34.7675
Austria,04.08.2020,35.3515625
Belgium,04.08.2020,33.475
Croatia,04.08.2020,36.82958333333333
Denmark,04.08.2020,36.39375
Estonia,04.08.2020,34.831250000000004
Finland,04.08.2020,34.831250000000004
Germany,04.08.2020,35.799479166666664
Greece,04.08.2020,46.74250000000001
Hungary,04.08.2020,36.68375
Italy,04.08.2020,37.215
Latvia,04.08.2020,38.97833333333333
Lithuania,04.08.2020,38.97833333333333
Luxembourg,04.08.2020,35.799479166666664
Netherlands,04.08.2020,32.94916666666666
Norway,04.08.2020,1.27875
Portugal,04.08.2020,35.60874999999999
Serbia,04.08.2020,35.831250000000004
Slovenia,04.08.2020,36.60916666666667
Spain,04.08.2020,35.60874999999999
Sweden,04.08.2020,5.115833333333334
Switzerland,04.08.2020,35.653333333333336
Austria,04.08.2021,96.6759375
Belgium,04.08.2021,96.87125
Croatia,04.08.2021,101.70416666666668
Denmark,04.08.2021,98.16916666666668
Estonia,04.08.2021,104.97916666666669
Finland,04.08.2021,68.29
Germany,04.08.2021,98.50208333333336
Greece,04.08.2021,185.59416666666667
Hungary,04.08.2021,150.65
Italy,04.08.2021,110.82708333333332
Latvia,04.08.2021,104.97916666666669
Lithuania,04.08.2021,104.97916666666669
Luxembourg,04.08.2021,98.50208333333336
Netherlands,04.08.2021,98.6725
Norway,04.08.2021,61.029583333333335
Portugal,04.08.2021,105.47291666666668
Serbia,04.08.2021,143.75458333333333
Slovenia,04.08.2021,101.71208333333334
Spain,04.08.2021,105.47291666666668
Sweden,04.08.2021,59.8025
Switzerland,04.08.2021,92.41833333333334
Austria,04.08.2022,444.9998958333333
Belgium,04.08.2022,395.02875
Croatia,04.08.2022,416.2779166666666
Denmark,04.08.2022,380.11416666666673
Estonia,04.08.2022,208.62875
Finland,04.08.2022,7.55125
Germany,04.08.2022,417.7946875
Greece,04.08.2022,377.4558333333334
Hungary,04.08.2022,420.3766666666667
Italy,04.08.2022,539.7845833333334
Latvia,04.08.2022,454.7695833333334
Lithuania,04.08.2022,454.7695833333334
Luxembourg,04.08.2022,417.7946875
Netherlands,04.08.2022,375.69583333333327
Norway,04.08.2022,241.89125
Portugal,04.08.2022,145.24166666666667
Serbia,04.08.2022,433.0475
Slovenia,04.08.2022,416.5975
Spain,04.08.2022,145.24166666666667
Sweden,04.08.2022,7.554166666666667
Switzerland,04.08.2022,442.0429166666667
Austria,04.09.2019,34.650625
Belgium,04.09.2019,32.76666666666667
Croatia,04.09.2019,50.0375
Denmark,04.09.2019,34.005
Estonia,04.09.2019,55.01500000000001
Finland,04.09.2019,55.01500000000001
Germany,04.09.2019,34.00541666666667
Greece,04.09.2019,59.75
Hungary,04.09.2019,48.80083333333332
Italy,04.09.2019,48.70416666666667
Latvia,04.09.2019,55.01500000000001
Lithuania,04.09.2019,55.01500000000001
Luxembourg,04.09.2019,34.00541666666667
Netherlands,04.09.2019,33.79083333333333
Norway,04.09.2019,30.532083333333333
Portugal,04.09.2019,42.57041666666667
Serbia,04.09.2019,56.65708333333333
Slovenia,04.09.2019,50.51041666666666
Spain,04.09.2019,42.57041666666667
Sweden,04.09.2019,38.00416666666667
Switzerland,04.09.2019,32.14958333333333
Austria,04.09.2020,40.15114583333334
Belgium,04.09.2020,42.10666666666666
Croatia,04.09.2020,39.94083333333334
Denmark,04.09.2020,38.21958333333333
Estonia,04.09.2020,40.82291666666666
Finland,04.09.2020,40.05
Germany,04.09.2020,39.350625
Greece,04.09.2020,45.4425
Hungary,04.09.2020,39.2625
Italy,04.09.2020,44.795
Latvia,04.09.2020,41.459583333333335
Lithuania,04.09.2020,41.459583333333335
Luxembourg,04.09.2020,39.350625
Netherlands,04.09.2020,38.32375
Norway,04.09.2020,16.359166666666667
Portugal,04.09.2020,43.74708333333334
Serbia,04.09.2020,40.27666666666666
Slovenia,04.09.2020,40.563750000000006
Spain,04.09.2020,43.74708333333334
Sweden,04.09.2020,35.29749999999999
Switzerland,04.09.2020,41.83833333333333
Austria,04.09.2021,104.35364583333336
Belgium,04.09.2021,107.21833333333332
Croatia,04.09.2021,107.1925
Denmark,04.09.2021,106.87583333333332
Estonia,04.09.2021,106.11291666666666
Finland,04.09.2021,66.08416666666666
Germany,04.09.2021,105.04916666666666
Greece,04.09.2021,129.3454166666667
Hungary,04.09.2021,108.05666666666669
Italy,04.09.2021,135.65125
Latvia,04.09.2021,106.11291666666666
Lithuania,04.09.2021,106.11291666666666
Luxembourg,04.09.2021,105.04916666666666
Netherlands,04.09.2021,107.18541666666664
Norway,04.09.2021,97.42375
Portugal,04.09.2021,134.75583333333336
Serbia,04.09.2021,107.85083333333334
Slovenia,04.09.2021,106.53625
Spain,04.09.2021,134.75583333333336
Sweden,04.09.2021,49.70791666666667
Switzerland,04.09.2021,106.13666666666666
Austria,04.09.2022,424.40729166666665
Belgium,04.09.2022,268.1958333333334
Croatia,04.09.2022,318.6575
Denmark,04.09.2022,242.7120833333333
Estonia,04.09.2022,216.76291666666668
Finland,04.09.2022,188.0208333333333
Germany,04.09.2022,316.40687500000007
Greece,04.09.2022,430.3670833333333
Hungary,04.09.2022,310.4241666666667
Italy,04.09.2022,395.5508333333333
Latvia,04.09.2022,224.9958333333333
Lithuania,04.09.2022,224.9958333333333
Luxembourg,04.09.2022,316.40687500000007
Netherlands,04.09.2022,250.6925
Norway,04.09.2022,309.3245833333333
Portugal,04.09.2022,148.22166666666666
Serbia,04.09.2022,355.70125
Slovenia,04.09.2022,320.02708333333334
Spain,04.09.2022,148.22166666666666
Sweden,04.09.2022,186.29083333333327
Switzerland,04.09.2022,354.17875000000004
Austria,04.10.2019,44.11802083333333
Belgium,04.10.2019,40.34375
Croatia,04.10.2019,63.57458333333333
Denmark,04.10.2019,43.34166666666667
Estonia,04.10.2019,53.12083333333334
Finland,04.10.2019,52.24958333333333
Germany,04.10.2019,43.87291666666668
Greece,04.10.2019,60.87583333333333
Hungary,04.10.2019,61.47875000000001
Italy,04.10.2019,58.61625
Latvia,04.10.2019,53.1675
Lithuania,04.10.2019,53.1675
Luxembourg,04.10.2019,43.87291666666668
Netherlands,04.10.2019,42.07416666666666
Norway,04.10.2019,36.82416666666666
Portugal,04.10.2019,52.94583333333333
Serbia,04.10.2019,62.84166666666666
Slovenia,04.10.2019,64.5875
Spain,04.10.2019,52.94583333333333
Sweden,04.10.2019,36.73416666666667
Switzerland,04.10.2019,43.58708333333334
Austria,04.10.2020,6.595729166666668
Belgium,04.10.2020,21.979166666666668
Croatia,04.10.2020,15.944166666666666
Denmark,04.10.2020,8.29375
Estonia,04.10.2020,27.172083333333333
Finland,04.10.2020,7.968333333333334
Germany,04.10.2020,8.4978125
Greece,04.10.2020,39.54624999999999
Hungary,04.10.2020,13.95375
Italy,04.10.2020,18.297083333333333
Latvia,04.10.2020,27.172083333333333
Lithuania,04.10.2020,27.172083333333333
Luxembourg,04.10.2020,8.4978125
Netherlands,04.10.2020,26.581666666666663
Norway,04.10.2020,4.057083333333334
Portugal,04.10.2020,14.210416666666667
Serbia,04.10.2020,19.10625
Slovenia,04.10.2020,15.409583333333332
Spain,04.10.2020,13.969583333333333
Sweden,04.10.2020,7.959166666666666
Switzerland,04.10.2020,15.54458333333333
Austria,04.10.2021,173.19635416666665
Belgium,04.10.2021,149.19875
Croatia,04.10.2021,176.37208333333334
Denmark,04.10.2021,134.61875
Estonia,04.10.2021,130.735
Finland,04.10.2021,56.93125
Germany,04.10.2021,168.50562499999998
Greece,04.10.2021,170.39958333333334
Hungary,04.10.2021,192.6770833333333
Italy,04.10.2021,213.2441666666667
Latvia,04.10.2021,130.735
Lithuania,04.10.2021,139.05708333333334
Luxembourg,04.10.2021,168.50562499999998
Netherlands,04.10.2021,145.3191666666667
Norway,04.10.2021,89.39083333333333
Portugal,04.10.2021,189.73916666666665
Serbia,04.10.2021,186.05125
Slovenia,04.10.2021,184.8791666666667
Spain,04.10.2021,189.73916666666665
Sweden,04.10.2021,27.938333333333333
Switzerland,04.10.2021,167.42666666666665
Austria,04.10.2022,273.29375
Belgium,04.10.2022,219.37166666666667
Croatia,04.10.2022,305.94541666666663
Denmark,04.10.2022,217.66791666666663
Estonia,04.10.2022,237.2945833333333
Finland,04.10.2022,236.57166666666663
Germany,04.10.2022,269.77416666666664
Greece,04.10.2022,313.25166666666667
Hungary,04.10.2022,312.2679166666667
Italy,04.10.2022,352.94458333333336
Latvia,04.10.2022,258.71583333333336
Lithuania,04.10.2022,258.71583333333336
Luxembourg,04.10.2022,269.77416666666664
Netherlands,04.10.2022,232.5875
Norway,04.10.2022,194.38041666666663
Portugal,04.10.2022,191.03083333333333
Serbia,04.10.2022,321.5541666666667
Slovenia,04.10.2022,305.12708333333336
Spain,04.10.2022,191.03083333333333
Sweden,04.10.2022,136.04
Switzerland,04.10.2022,291.9025
Austria,04.11.2019,41.951875
Belgium,04.11.2019,37.70166666666666
Croatia,04.11.2019,39.00625
Denmark,04.11.2019,37.8625
Estonia,04.11.2019,45.20666666666667
Finland,04.11.2019,45.20666666666667
Germany,04.11.2019,37.49958333333333
Greece,04.11.2019,52.42208333333334
Hungary,04.11.2019,39.44791666666666
Italy,04.11.2019,37.7425
Latvia,04.11.2019,45.20666666666667
Lithuania,04.11.2019,43.405
Luxembourg,04.11.2019,37.49958333333333
Netherlands,04.11.2019,38.25833333333333
Norway,04.11.2019,40.82333333333333
Portugal,04.11.2019,28.87166666666667
Serbia,04.11.2019,40.45791666666667
Slovenia,04.11.2019,38.99875
Spain,04.11.2019,28.87166666666667
Sweden,04.11.2019,40.270833333333336
Switzerland,04.11.2019,38.75
Austria,04.11.2020,39.5625
Belgium,04.11.2020,41.96625
Croatia,04.11.2020,42.498333333333335
Denmark,04.11.2020,6.646666666666666
Estonia,04.11.2020,38.86208333333333
Finland,04.11.2020,8.296666666666667
Germany,04.11.2020,39.66375
Greece,04.11.2020,47.47833333333333
Hungary,04.11.2020,40.86875
Italy,04.11.2020,43.48749999999999
Latvia,04.11.2020,38.86208333333333
Lithuania,04.11.2020,38.86208333333333
Luxembourg,04.11.2020,39.66375
Netherlands,04.11.2020,39.221250000000005
Norway,04.11.2020,4.740416666666667
Portugal,04.11.2020,38.6325
Serbia,04.11.2020,40.29375
Slovenia,04.11.2020,42.498333333333335
Spain,04.11.2020,38.6325
Sweden,04.11.2020,3.8875
Switzerland,04.11.2020,41.1625
Austria,04.11.2021,184.143125
Belgium,04.11.2021,178.52374999999998
Croatia,04.11.2021,181.3575
Denmark,04.11.2021,167.37541666666667
Estonia,04.11.2021,91.67916666666667
Finland,04.11.2021,81.45
Germany,04.11.2021,178.00093749999996
Greece,04.11.2021,195.2791666666667
Hungary,04.11.2021,201.71625000000003
Italy,04.11.2021,191.2829166666667
Latvia,04.11.2021,96.84291666666664
Lithuania,04.11.2021,96.84291666666664
Luxembourg,04.11.2021,178.00093749999996
Netherlands,04.11.2021,173.12458333333333
Norway,04.11.2021,105.96791666666668
Portugal,04.11.2021,171.83416666666668
Serbia,04.11.2021,187.86
Slovenia,04.11.2021,180.34333333333333
Spain,04.11.2021,171.83416666666668
Sweden,04.11.2021,24.83875
Switzerland,04.11.2021,194.06625
Austria,04.11.2022,185.03625
Belgium,04.11.2022,181.22833333333327
Croatia,04.11.2022,183.2620833333333
Denmark,04.11.2022,103.68083333333334
Estonia,04.11.2022,167.72666666666666
Finland,04.11.2022,58.59458333333333
Germany,04.11.2022,182.0434375
Greece,04.11.2022,194.12041666666664
Hungary,04.11.2022,181.6758333333333
Italy,04.11.2022,192.98875
Latvia,04.11.2022,168.93166666666667
Lithuania,04.11.2022,168.93166666666667
Luxembourg,04.11.2022,182.0434375
Netherlands,04.11.2022,178.78791666666666
Norway,04.11.2022,70.21958333333333
Portugal,04.11.2022,150.25541666666666
Serbia,04.11.2022,186.45666666666668
Slovenia,04.11.2022,184.36
Spain,04.11.2022,150.25541666666666
Sweden,04.11.2022,26.43166666666667
Switzerland,04.11.2022,186.5570833333333
Austria,04.12.2019,52.2771875
Belgium,04.12.2019,54.58125
Croatia,04.12.2019,53.29333333333333
Denmark,04.12.2019,46.23708333333334
Estonia,04.12.2019,46.44875
Finland,04.12.2019,41.95708333333334
Germany,04.12.2019,49.25187499999999
Greece,04.12.2019,60.02875
Hungary,04.12.2019,57.07291666666666
Italy,04.12.2019,57.09583333333333
Latvia,04.12.2019,46.44875
Lithuania,04.12.2019,46.44875
Luxembourg,04.12.2019,49.25187499999999
Netherlands,04.12.2019,50.12541666666666
Norway,04.12.2019,41.20291666666667
Portugal,04.12.2019,53.42791666666667
Serbia,04.12.2019,56.47875
Slovenia,04.12.2019,53.38708333333333
Spain,04.12.2019,53.54708333333334
Sweden,04.12.2019,37.72625
Switzerland,04.12.2019,55.04291666666666
Austria,04.12.2020,51.356145833333336
Belgium,04.12.2020,41.91625
Croatia,04.12.2020,59.77166666666667
Denmark,04.12.2020,22.02291666666667
Estonia,04.12.2020,41.28333333333333
Finland,04.12.2020,30.48375
Germany,04.12.2020,40.25635416666667
Greece,04.12.2020,77.27083333333333
Hungary,04.12.2020,63.25625
Italy,04.12.2020,59.782916666666665
Latvia,04.12.2020,41.28333333333333
Lithuania,04.12.2020,41.28333333333333
Luxembourg,04.12.2020,40.25635416666667
Netherlands,04.12.2020,42.138333333333335
Norway,04.12.2020,17.793333333333333
Portugal,04.12.2020,44.12708333333334
Serbia,04.12.2020,60.22125
Slovenia,04.12.2020,59.57291666666666
Spain,04.12.2020,44.12708333333334
Sweden,04.12.2020,18.22958333333333
Switzerland,04.12.2020,52.71083333333333
Austria,04.12.2021,213.9238541666667
Belgium,04.12.2021,207.35166666666663
Croatia,04.12.2021,207.9779166666667
Denmark,04.12.2021,186.4033333333333
Estonia,04.12.2021,165.49875
Finland,04.12.2021,163.59125
Germany,04.12.2021,199.4653125
Greece,04.12.2021,214.82666666666668
Hungary,04.12.2021,213.50833333333333
Italy,04.12.2021,223.9004166666667
Latvia,04.12.2021,165.49875
Lithuania,04.12.2021,165.49875
Luxembourg,04.12.2021,199.4653125
Netherlands,04.12.2021,200.15625
Norway,04.12.2021,132.8733333333333
Portugal,04.12.2021,218.18416666666667
Serbia,04.12.2021,210.0995833333333
Slovenia,04.12.2021,207.65583333333333
Spain,04.12.2021,218.18416666666667
Sweden,04.12.2021,102.56583333333332
Switzerland,04.12.2021,236.70166666666668
Austria,04.12.2022,250.61114583333327
Belgium,04.12.2022,317.46791666666667
Croatia,04.12.2022,277.9266666666667
Denmark,04.12.2022,263.6658333333333
Estonia,04.12.2022,305.2054166666667
Finland,04.12.2022,305.2054166666667
Germany,04.12.2022,227.770625
Greece,04.12.2022,284.5808333333334
Hungary,04.12.2022,275.02666666666664
Italy,04.12.2022,307.18083333333334
Latvia,04.12.2022,305.2054166666667
Lithuania,04.12.2022,305.2054166666667
Luxembourg,04.12.2022,227.770625
Netherlands,04.12.2022,306.3908333333333
Norway,04.12.2022,263.57166666666666
Portugal,04.12.2022,191.4625
Serbia,04.12.2022,275.2270833333334
Slovenia,04.12.2022,277.16375
Spain,04.12.2022,191.4625
Sweden,04.12.2022,262.9454166666667
Switzerland,04.12.2022,306.7483333333334
Austria,05.01.2019,48.25062499999999
Belgium,05.01.2019,62.64291666666667
Croatia,05.01.2019,63.44499999999999
Denmark,05.01.2019,43.58833333333333
Estonia,05.01.2019,52.21791666666667
Finland,05.01.2019,52.21791666666667
Germany,05.01.2019,41.25177083333333
Greece,05.01.2019,73.70458333333333
Hungary,05.01.2019,60.3875
Italy,05.01.2019,67.425
Latvia,05.01.2019,52.21791666666667
Lithuania,05.01.2019,52.18666666666667
Luxembourg,05.01.2019,41.25177083333333
Netherlands,05.01.2019,57.348333333333336
Norway,05.01.2019,50.72375
Portugal,05.01.2019,64.99833333333333
Serbia,05.01.2019,77.52833333333332
Slovenia,05.01.2019,62.64416666666667
Spain,05.01.2019,64.99833333333333
Sweden,05.01.2019,50.80166666666667
Switzerland,05.01.2019,60.173333333333325
Austria,05.01.2020,35.99875
Belgium,05.01.2020,36.259166666666665
Croatia,05.01.2020,37.90083333333333
Denmark,05.01.2020,30.745416666666667
Estonia,05.01.2020,33.056666666666665
Finland,05.01.2020,29.65083333333333
Germany,05.01.2020,35.00145833333334
Greece,05.01.2020,54.321666666666665
Hungary,05.01.2020,36.18958333333333
Italy,05.01.2020,38.06041666666666
Latvia,05.01.2020,33.056666666666665
Lithuania,05.01.2020,33.056666666666665
Luxembourg,05.01.2020,35.00145833333334
Netherlands,05.01.2020,35.1775
Norway,05.01.2020,30.69708333333333
Portugal,05.01.2020,38.79
Serbia,05.01.2020,35.994166666666665
Slovenia,05.01.2020,37.2825
Spain,05.01.2020,38.79
Sweden,05.01.2020,29.641250000000003
Switzerland,05.01.2020,37.64083333333333
Austria,05.01.2021,55.00364583333334
Belgium,05.01.2021,63.385
Croatia,05.01.2021,57.29458333333334
Denmark,05.01.2021,47.28041666666667
Estonia,05.01.2021,47.28666666666667
Finland,05.01.2021,47.28666666666667
Germany,05.01.2021,53.101770833333326
Greece,05.01.2021,50.89458333333334
Hungary,05.01.2021,52.31625
Italy,05.01.2021,60.08208333333334
Latvia,05.01.2021,47.28666666666667
Lithuania,05.01.2021,47.28666666666667
Luxembourg,05.01.2021,53.101770833333326
Netherlands,05.01.2021,50.385
Norway,05.01.2021,46.01541666666666
Portugal,05.01.2021,67.72625
Serbia,05.01.2021,46.812916666666666
Slovenia,05.01.2021,55.583333333333336
Spain,05.01.2021,67.72625
Sweden,05.01.2021,47.37083333333333
Switzerland,05.01.2021,58.86666666666667
Austria,05.01.2022,137.00177083333332
Belgium,05.01.2022,155.74791666666667
Croatia,05.01.2022,133.41875000000002
Denmark,05.01.2022,108.68541666666668
Estonia,05.01.2022,122.63916666666668
Finland,05.01.2022,121.66291666666666
Germany,05.01.2022,121.0
Greece,05.01.2022,148.79541666666668
Hungary,05.01.2022,132.00375
Italy,05.01.2022,192.53791666666663
Latvia,05.01.2022,122.63916666666668
Lithuania,05.01.2022,122.63916666666668
Luxembourg,05.01.2022,121.0
Netherlands,05.01.2022,185.31833333333336
Norway,05.01.2022,133.39208333333332
Portugal,05.01.2022,184.0858333333333
Serbia,05.01.2022,147.45208333333332
Slovenia,05.01.2022,134.33791666666664
Spain,05.01.2022,183.82666666666668
Sweden,05.01.2022,51.44541666666667
Switzerland,05.01.2022,180.4633333333333
Austria,05.01.2023,121.44208333333331
Belgium,05.01.2023,120.08541666666667
Croatia,05.01.2023,137.50375
Denmark,05.01.2023,107.46041666666666
Estonia,05.01.2023,111.93625000000002
Finland,05.01.2023,111.93625000000002
Germany,05.01.2023,102.0240625
Greece,05.01.2023,214.2925
Hungary,05.01.2023,139.39125
Italy,05.01.2023,182.795
Latvia,05.01.2023,111.93625000000002
Lithuania,05.01.2023,119.56166666666668
Luxembourg,05.01.2023,102.0240625
Netherlands,05.01.2023,118.96041666666667
Norway,05.01.2023,134.51416666666668
Portugal,05.01.2023,109.02083333333331
Serbia,05.01.2023,136.43708333333333
Slovenia,05.01.2023,136.10833333333332
Spain,05.01.2023,109.69166666666666
Sweden,05.01.2023,110.61125
Switzerland,05.01.2023,140.6975
Austria,05.02.2019,56.15208333333334
Belgium,05.02.2019,57.115
Croatia,05.02.2019,53.0925
Denmark,05.02.2019,50.00458333333333
Estonia,05.02.2019,55.529583333333335
Finland,05.02.2019,55.598333333333336
Germany,05.02.2019,53.40125
Greece,05.02.2019,62.69666666666668
Hungary,05.02.2019,56.35333333333333
Italy,05.02.2019,60.7325
Latvia,05.02.2019,55.529583333333335
Lithuania,05.02.2019,55.02125
Luxembourg,05.02.2019,53.40125
Netherlands,05.02.2019,54.942083333333336
Norway,05.02.2019,52.33708333333334
Portugal,05.02.2019,61.866666666666674
Serbia,05.02.2019,56.477083333333326
Slovenia,05.02.2019,53.36833333333333
Spain,05.02.2019,60.61833333333334
Sweden,05.02.2019,52.44875
Switzerland,05.02.2019,58.29666666666666
Austria,05.02.2020,36.001666666666665
Belgium,05.02.2020,37.04833333333334
Croatia,05.02.2020,39.40208333333333
Denmark,05.02.2020,19.855833333333333
Estonia,05.02.2020,29.574166666666667
Finland,05.02.2020,27.77958333333333
Germany,05.02.2020,36.0028125
Greece,05.02.2020,44.29541666666666
Hungary,05.02.2020,37.91166666666667
Italy,05.02.2020,39.35708333333333
Latvia,05.02.2020,29.574166666666667
Lithuania,05.02.2020,29.574166666666667
Luxembourg,05.02.2020,36.0028125
Netherlands,05.02.2020,35.737500000000004
Norway,05.02.2020,17.112083333333334
Portugal,05.02.2020,37.08208333333334
Serbia,05.02.2020,40.06541666666666
Slovenia,05.02.2020,39.37125
Spain,05.02.2020,37.149166666666666
Sweden,05.02.2020,17.015833333333333
Switzerland,05.02.2020,37.60125
Austria,05.02.2021,51.2875
Belgium,05.02.2021,51.594166666666666
Croatia,05.02.2021,51.42458333333334
Denmark,05.02.2021,51.38666666666668
Estonia,05.02.2021,79.38083333333333
Finland,05.02.2021,79.38083333333333
Germany,05.02.2021,51.039270833333326
Greece,05.02.2021,54.35666666666666
Hungary,05.02.2021,51.9175
Italy,05.02.2021,63.93666666666667
Latvia,05.02.2021,79.38083333333333
Lithuania,05.02.2021,79.38083333333333
Luxembourg,05.02.2021,51.039270833333326
Netherlands,05.02.2021,51.58291666666668
Norway,05.02.2021,78.72708333333334
Portugal,05.02.2021,50.92791666666667
Serbia,05.02.2021,49.86291666666667
Slovenia,05.02.2021,51.30125
Spain,05.02.2021,50.92791666666667
Sweden,05.02.2021,45.60666666666666
Switzerland,05.02.2021,52.985833333333325
Austria,05.02.2022,163.64291666666668
Belgium,05.02.2022,104.59958333333334
Croatia,05.02.2022,217.07333333333327
Denmark,05.02.2022,49.5925
Estonia,05.02.2022,72.30541666666666
Finland,05.02.2022,58.97625
Germany,05.02.2022,84.49895833333333
Greece,05.02.2022,234.0416666666667
Hungary,05.02.2022,229.0341666666667
Italy,05.02.2022,225.2129166666667
Latvia,05.02.2022,72.30541666666666
Lithuania,05.02.2022,72.30541666666666
Luxembourg,05.02.2022,84.49895833333333
Netherlands,05.02.2022,130.43416666666667
Norway,05.02.2022,115.72666666666667
Portugal,05.02.2022,197.2216666666667
Serbia,05.02.2022,213.63041666666663
Slovenia,05.02.2022,216.82333333333327
Spain,05.02.2022,197.2216666666667
Sweden,05.02.2022,14.447916666666666
Switzerland,05.02.2022,196.50833333333333
Austria,05.02.2023,128.48802083333334
Belgium,05.02.2023,133.76541666666665
Croatia,05.02.2023,124.365
Denmark,05.02.2023,112.68916666666668
Estonia,05.02.2023,111.4575
Finland,05.02.2023,84.6125
Germany,05.02.2023,113.9990625
Greece,05.02.2023,137.42999999999998
Hungary,05.02.2023,128.94041666666666
Italy,05.02.2023,151.09791666666666
Latvia,05.02.2023,111.4575
Lithuania,05.02.2023,112.0075
Luxembourg,05.02.2023,113.9990625
Netherlands,05.02.2023,130.84
Norway,05.02.2023,111.47041666666668
Portugal,05.02.2023,79.42958333333333
Serbia,05.02.2023,115.13875
Slovenia,05.02.2023,127.66041666666666
Spain,05.02.2023,79.42958333333333
Sweden,05.02.2023,33.719166666666666
Switzerland,05.02.2023,138.38125
Austria,05.03.2019,32.9
Belgium,05.03.2019,44.77875
Croatia,05.03.2019,53.19833333333333
Denmark,05.03.2019,34.02
Estonia,05.03.2019,45.18875
Finland,05.03.2019,45.18875
Germany,05.03.2019,27.102083333333336
Greece,05.03.2019,64.22416666666668
Hungary,05.03.2019,45.18333333333334
Italy,05.03.2019,61.43
Latvia,05.03.2019,45.18875
Lithuania,05.03.2019,45.18875
Luxembourg,05.03.2019,27.102083333333336
Netherlands,05.03.2019,45.62291666666667
Norway,05.03.2019,44.410833333333336
Portugal,05.03.2019,51.80791666666666
Serbia,05.03.2019,41.172916666666666
Slovenia,05.03.2019,53.40958333333333
Spain,05.03.2019,51.80791666666666
Sweden,05.03.2019,43.97958333333333
Switzerland,05.03.2019,38.155
Austria,05.03.2020,35.8790625
Belgium,05.03.2020,34.76125
Croatia,05.03.2020,39.38999999999999
Denmark,05.03.2020,36.02041666666667
Estonia,05.03.2020,34.504583333333336
Finland,05.03.2020,32.21958333333333
Germany,05.03.2020,35.7196875
Greece,05.03.2020,56.31208333333333
Hungary,05.03.2020,39.52833333333333
Italy,05.03.2020,45.498333333333335
Latvia,05.03.2020,34.504583333333336
